title,id,description,availability,inventory,condition,price,link,image_link,brand,STORE LINK
2 In 1 Usb Otg Cable Adapter To Micro Usb,1310779239,2 In 1 Usb Otg Cable Adapter To Micro Usb,in stock,100,new,1000,https://shopee.ph/shop/38681468,https://s-cf-tw.shopeesz.com/file/425f95083fb604e7f285fe995987b9d9,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Essager Usb 3 0 Type C Otg Adapter For Mobile,9973608843,Essager Usb 3 0 Type C Otg Adapter For Mobile,in stock,100,new,1000,https://shopee.ph/shop/217873788,https://s-cf-tw.shopeesz.com/file/9f72591cfda50e283cd9001b43020d2c,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Cod Free Otg Hp 3 0 2Tb Flash Drive Metal,13025592571,Cod Free Otg Hp 3 0 2Tb Flash Drive Metal,in stock,100,new,1000,https://shopee.ph/shop/533384827,https://s-cf-tw.shopeesz.com/file/e3be16bba3cfb1fe7ed3b40129a73a99,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Datatraveler Exodia M 32Gb 64Gb 128Gb 256Gb Usb 3,20508853955,Kingston Datatraveler Exodia M 32Gb 64Gb 128Gb 256Gb Usb 3,in stock,100,new,1000,https://shopee.ph/shop/314659245,https://s-cf-tw.shopeesz.com/file/ph-11134207-7quky-lfoqh121dqt07a,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Usb 128Gb 256Gb 16Gb 8Gb Flash Memory Stick Pen,21965513544,Sandisk Usb 128Gb 256Gb 16Gb 8Gb Flash Memory Stick Pen,in stock,100,new,1000,https://shopee.ph/shop/802174578,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lxgjdhfzs74z84,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk  Sdcz50 32Gb Usb Cruzer Blade Pr,223543290,Sandisk  Sdcz50 32Gb Usb Cruzer Blade Pr,in stock,100,new,1000,https://shopee.ph/shop/16728606,https://s-cf-tw.shopeesz.com/file/ph-11134207-7qul1-lhlvuy9afwuh60,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Flash Drive Pendrive 64Gb 32Gb 16Gb 8Gb 4Gb Usb 2,7145639099,Flash Drive Pendrive 64Gb 32Gb 16Gb 8Gb 4Gb Usb 2,in stock,100,new,1000,https://shopee.ph/shop/287593193,https://s-cf-tw.shopeesz.com/file/838a25c72d05ab73af00a3cbf151db6f,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk 1Tb 2C 2Tb 2C 512Gb 2C 256Gb 2C 128Gb,19708410198,Sandisk 1Tb 2C 2Tb 2C 512Gb 2C 256Gb 2C 128Gb,in stock,100,new,1000,https://shopee.ph/shop/469076688,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lxdrkm7jwl5v7b,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Hp Flash Drive 3 In 1 Otg Usb Type C,18114008851,Hp Flash Drive 3 In 1 Otg Usb Type C,in stock,100,new,1000,https://shopee.ph/shop/431910456,https://s-cf-tw.shopeesz.com/file/f5d131db788fad4c15f8db7c0e9aba71,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Samsung Pen Drive Usb 3 1 512Gb 256Gb 128Gb Flash,20448903165,Samsung Pen Drive Usb 3 1 512Gb 256Gb 128Gb Flash,in stock,100,new,1000,https://shopee.ph/shop/698360398,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lstcjdecgre5ae,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
2In1 Otg 3 0 16Gb 32Gb 64Gb 128Gb Otg Dual,2628360256,2In1 Otg 3 0 16Gb 32Gb 64Gb 128Gb Otg Dual,in stock,100,new,1000,https://shopee.ph/shop/137491153,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lkkcyi0r66gt3f,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Lucky2P Kingston Rotatable U Disk Usb Stick High Speed 2Gb,5392044838,Lucky2P Kingston Rotatable U Disk Usb Stick High Speed 2Gb,in stock,100,new,1000,https://shopee.ph/shop/468809398,https://s-cf-tw.shopeesz.com/file/be5249d8095e3b459890988f46a00332,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Ultra Usb 3 0 Flash Drive 16Gb Sdcz48 016G,2287265466,Sandisk Ultra Usb 3 0 Flash Drive 16Gb Sdcz48 016G,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/b7796183430b6a395ac0f14fa72f58f2,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Cle Usb To Type C Otg Adapter Usb To Type,13654467958,Cle Usb To Type C Otg Adapter Usb To Type,in stock,100,new,1000,https://shopee.ph/shop/542627453,https://s-cf-tw.shopeesz.com/file/ba34976ac596344d023d7f787c7a84fb,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade 16Gb 32Gb 64Gb Usb Flash Drive,637216025,Sandisk Cruzer Blade 16Gb 32Gb 64Gb Usb Flash Drive,in stock,100,new,1000,https://shopee.ph/shop/25952313,https://s-cf-tw.shopeesz.com/file/ph-11134207-7r98q-lmtrpkk7lh8v7e,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Datatraveler Exodia Onyx 64Gb 128Gb 256Gb Usb 3 2,22030902522,Kingston Datatraveler Exodia Onyx 64Gb 128Gb 256Gb Usb 3 2,in stock,100,new,1000,https://shopee.ph/shop/25952313,https://s-cf-tw.shopeesz.com/file/ph-11134201-23030-01e8p7yy4govc8,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Otg 2 In 1 Usb Memory Stick 1Gb 2Gb,12050851733,Sandisk Otg 2 In 1 Usb Memory Stick 1Gb 2Gb,in stock,100,new,1000,https://shopee.ph/shop/500245754,https://s-cf-tw.shopeesz.com/file/sg-11134201-7rdxv-lxduf61bd38f5f,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sd Usb 2 0 Flash Drive High Speed U Disk,4208184144,Sd Usb 2 0 Flash Drive High Speed U Disk,in stock,100,new,1000,https://shopee.ph/shop/182066106,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-llebdtlao5jo0f,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Lucky2 Orignal Usb Memory Stick Usb Flash Drive Rotatable 2Gb,14300095505,Lucky2 Orignal Usb Memory Stick Usb Flash Drive Rotatable 2Gb,in stock,100,new,1000,https://shopee.ph/shop/435811380,https://s-cf-tw.shopeesz.com/file/e4782611ce26776673b135892459a5b2,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Glass A Transcend Usb Flash Drive 2Gb 4Gb 8Gb 16Gb,15883599943,Glass A Transcend Usb Flash Drive 2Gb 4Gb 8Gb 16Gb,in stock,100,new,1000,https://shopee.ph/shop/343032300,https://s-cf-tw.shopeesz.com/file/3a9cbcdba9b94614c58aeb9c2aced1a9,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Hp Pen Driver Usb3 0 1Tb 2Tb 512Gb 256Gb 128Gb,20124435316,Hp Pen Driver Usb3 0 1Tb 2Tb 512Gb 256Gb 128Gb,in stock,100,new,1000,https://shopee.ph/shop/802174578,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-ltey2mzaiuvx3a,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Toshiba 128Gb 64Gb 32Gb 16Gb Usb Flash Drive Memory Stick,5145858707,Toshiba 128Gb 64Gb 32Gb 16Gb Usb Flash Drive Memory Stick,in stock,100,new,1000,https://shopee.ph/shop/287593193,https://s-cf-tw.shopeesz.com/file/2ae8d9f39058d6b180c6f968ba3dc3df,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Transcend Original Usb Flash Drive 2Gb 4 Bg 8Gb 16Gb,9203644958,Transcend Original Usb Flash Drive 2Gb 4 Bg 8Gb 16Gb,in stock,100,new,1000,https://shopee.ph/shop/343032300,https://s-cf-tw.shopeesz.com/file/7faecfda788e6c06503d7d90e5a94375,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Otg Converter Usb3 0 To Type C Micro Usb 2,12292155908,Otg Converter Usb3 0 To Type C Micro Usb 2,in stock,100,new,1000,https://shopee.ph/shop/443446979,https://s-cf-tw.shopeesz.com/file/a7fc4d55e95db2a1522f730ef04bcab8,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk 128Gb High Speed Plastic Flash Drive 4Gb 8Gb 16Gb,17035936433,Sandisk 128Gb High Speed Plastic Flash Drive 4Gb 8Gb 16Gb,in stock,100,new,1000,https://shopee.ph/shop/734061430,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lxgit8zps9c555,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Datatraveler Exodia 32Gb 64Gb 128Gb Usb 3 2 Gen,7756918082,Kingston Datatraveler Exodia 32Gb 64Gb 128Gb Usb 3 2 Gen,in stock,100,new,1000,https://shopee.ph/shop/314659245,https://s-cf-tw.shopeesz.com/file/ph-11134207-7qul6-lfoqkl7g1m2cea,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Sdcz48 32Gb Ultra Usb 3 0 Black,197132089,Sandisk Sdcz48 32Gb Ultra Usb 3 0 Black,in stock,100,new,1000,https://shopee.ph/shop/16728606,https://s-cf-tw.shopeesz.com/file/ph-11134207-7qukw-li86a4k2cwgs3f,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade Usb 2 0  16Gb   32Gb   64Gb   128Gb,223540670,Sandisk Cruzer Blade Usb 2 0  16Gb   32Gb   64Gb   128Gb,in stock,100,new,1000,https://shopee.ph/shop/16728606,https://s-cf-tw.shopeesz.com/file/ph-11134207-7r98q-lxs1wne0yk1w44,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Spot Usb 2 0 Flash Drive Metal High Speed U,3206111098,Spot Usb 2 0 Flash Drive Metal High Speed U,in stock,100,new,1000,https://shopee.ph/shop/182066106,https://s-cf-tw.shopeesz.com/file/22c04ab0944f7b53bf8e46219c15e3d1,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Original Transcend 790K Usb Flash Drive 4Gb 8Gb 16Gb 32Gb,18378998751,Original Transcend 790K Usb Flash Drive 4Gb 8Gb 16Gb 32Gb,in stock,100,new,1000,https://shopee.ph/shop/975973079,https://s-cf-tw.shopeesz.com/file/cn-11134207-7qukw-lft3dw086nb297,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Strontium Ammo Series Sr16Gslammoy Usb 3 1 16Gb  Silver,1898117683,Strontium Ammo Series Sr16Gslammoy Usb 3 1 16Gb  Silver,in stock,100,new,1000,https://shopee.ph/shop/71159728,https://s-cf-tw.shopeesz.com/file/5d89d6a83118ffadf4152e64513143fa,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Datatraveler 16Gb 32Gb 64Gb 128Gb Usb 3 0 Flash,3157863779,Kingston Datatraveler 16Gb 32Gb 64Gb 128Gb Usb 3 0 Flash,in stock,100,new,1000,https://shopee.ph/shop/290357803,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-ln0xu685yxel45,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Free Mobile Phone Otg Adapter Hp 128Gb Flash Drive Usb2,12836757369,Free Mobile Phone Otg Adapter Hp 128Gb Flash Drive Usb2,in stock,100,new,1000,https://shopee.ph/shop/469076688,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-ltgjebigbk4tb3,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Lucky2 Kingston Usb Rotatable Usb Disk High Speed Dt101 2Gb,11011147799,Lucky2 Kingston Usb Rotatable Usb Disk High Speed Dt101 2Gb,in stock,100,new,1000,https://shopee.ph/shop/435811380,https://s-cf-tw.shopeesz.com/file/88bd5bcbfa931addd9b6b49fe05435d2,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Otg 2 In 1 Mini Usb Flash Drive Usb2 0,17585091497,Otg 2 In 1 Mini Usb Flash Drive Usb2 0,in stock,100,new,1000,https://shopee.ph/shop/738814840,https://s-cf-tw.shopeesz.com/file/sg-11134201-23020-okm9mg2klrnva3,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Rotatable U Disk Usb 2Gb 4Gb 8Gb 16Gb 32Gb 64Gb,2031614886,Rotatable U Disk Usb 2Gb 4Gb 8Gb 16Gb 32Gb 64Gb,in stock,100,new,1000,https://shopee.ph/shop/28706561,https://s-cf-tw.shopeesz.com/file/ph-11134207-7r98q-lt7irlmjtcn8ed,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Ultra Usb3 0 32Gb Flash Drive Sdcz48 032G,68773508,Sandisk Ultra Usb3 0 32Gb Flash Drive Sdcz48 032G,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/54ee65028da39dbfefbf52f78d270fa0,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Hua Wei Metal Usb 3 0 Pen Drive 2Tb 512Gb,11822876058,Hua Wei Metal Usb 3 0 Pen Drive 2Tb 512Gb,in stock,100,new,1000,https://shopee.ph/shop/500245754,https://s-cf-tw.shopeesz.com/file/3db182f0922976383a89d5db6714a93a,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Original Flash Drive Jetflash790 3 0 3 1 Usb Flash,1386222336,Original Flash Drive Jetflash790 3 0 3 1 Usb Flash,in stock,100,new,1000,https://shopee.ph/shop/28706561,https://s-cf-tw.shopeesz.com/file/ph-11134207-7r98y-lx0zyuik965d2a,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Cod Xiaomi Original Otg Type C Flash Drive 1Tb 512G,23541556855,Cod Xiaomi Original Otg Type C Flash Drive 1Tb 512G,in stock,100,new,1000,https://shopee.ph/shop/954831813,https://s-cf-tw.shopeesz.com/file/ph-11134207-7r98v-llbvuktzgdwy5d,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Ready Stock Hp 3 0 2Tb Flash Drive Metal Waterproof,4442925799,Ready Stock Hp 3 0 2Tb Flash Drive Metal Waterproof,in stock,100,new,1000,https://shopee.ph/shop/280832584,https://s-cf-tw.shopeesz.com/file/08a591465fd7e19515cb654a6ba99225,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade Flash Drive 16Gb,68113264,Sandisk Cruzer Blade Flash Drive 16Gb,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/bba808fc95b92832f42a3baea3364f94,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Free Otg Hp Pen Drive 1Tb 2Tb Usb 3 0,18745866566,Free Otg Hp Pen Drive 1Tb 2Tb Usb 3 0,in stock,100,new,1000,https://shopee.ph/shop/738822249,https://s-cf-tw.shopeesz.com/file/379c8fe0f0383d6a58ddcb7f9cbbb6fc,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Xiaomi 360 Rotating Metal Type C Otg Three In One,17385979362,Xiaomi 360 Rotating Metal Type C Otg Three In One,in stock,100,new,1000,https://shopee.ph/shop/469076688,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lprttys5rg9kfb,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Datatraveler Exodia M 32Gb 64Gb 128Gb 256Gb Usb 3,17573034130,Kingston Datatraveler Exodia M 32Gb 64Gb 128Gb 256Gb Usb 3,in stock,100,new,1000,https://shopee.ph/shop/25952313,https://s-cf-tw.shopeesz.com/file/ph-11134207-7qul8-lfor1cvkhnn88a,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade Flash Drive 32Gb Sdcz50 032G Flash Sale,21144722456,Sandisk Cruzer Blade Flash Drive 32Gb Sdcz50 032G Flash Sale,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/ph-11134207-7qul9-lftj0jz5wo6o61,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Metal Pen Driver Usb 3 0 Flash Drive 256Gb,14190873485,Sandisk Metal Pen Driver Usb 3 0 Flash Drive 256Gb,in stock,100,new,1000,https://shopee.ph/shop/698360398,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lxdfymcio2037e,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Usb 3 1 Flash Drive 16 Gb 32Gb 64Gb,6045417483,Kingston Usb 3 1 Flash Drive 16 Gb 32Gb 64Gb,in stock,100,new,1000,https://shopee.ph/shop/290357803,https://s-cf-tw.shopeesz.com/file/87a92fbe2c3ffbbabc8c542f3274dc05,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade 32Gb Usb 2 0 Flash Drive 4,12948190380,Sandisk Cruzer Blade 32Gb Usb 2 0 Flash Drive 4,in stock,100,new,1000,https://shopee.ph/shop/15328948,https://s-cf-tw.shopeesz.com/file/9e5da1b5b229a88699a141976e907eab,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Hiksemi   Hikvision M200S 16Gb Usb 2 0 Flash Drive,8812319555,Hiksemi   Hikvision M200S 16Gb Usb 2 0 Flash Drive,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/5f4ecafa4e1374e26ccb5648bdb4ea2b,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Usb 3 0 Pen Drive 256Gb 128Gb 32Gb 64Gb,18138843608,Kingston Usb 3 0 Pen Drive 256Gb 128Gb 32Gb 64Gb,in stock,100,new,1000,https://shopee.ph/shop/698360398,https://s-cf-tw.shopeesz.com/file/921a5a02fac4337b3c8e6de6739d1c56,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Ultra Sdcz48 16Gb Usb 3 0 Flash Drive  Black,2344021,Sandisk Ultra Sdcz48 16Gb Usb 3 0 Flash Drive  Black,in stock,100,new,1000,https://shopee.ph/shop/592842,https://s-cf-tw.shopeesz.com/file/34a6b4b512d20e8b43316844642779cf,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Class A Transcend Usb Flash Drive 2Gb 4Gb 8Gb 16Gb,988916177,Class A Transcend Usb Flash Drive 2Gb 4Gb 8Gb 16Gb,in stock,100,new,1000,https://shopee.ph/shop/27322752,https://s-cf-tw.shopeesz.com/file/7d06a8e8cd75bff536f41055966f594b,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade Flash Drive 32Gb Sdcz50 032G,68114181,Sandisk Cruzer Blade Flash Drive 32Gb Sdcz50 032G,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/aeee8731f4ef42a067bd449a71c93923,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade Usb Flash Drive 64Gb Sdcz50 064G,68455273,Sandisk Cruzer Blade Usb Flash Drive 64Gb Sdcz50 064G,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/b9361d3565aba867da895ee6c0828c4a,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Usb Flash Memory Driver 8Gb 16Gb 32Gb 64Gb 128Gb,21531134799,Kingston Usb Flash Memory Driver 8Gb 16Gb 32Gb 64Gb 128Gb,in stock,100,new,1000,https://shopee.ph/shop/631994901,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lsw34xt1avfxd7,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston Rotatable U Disk Usb 2Gb 4Gb 8Gb 16Gb 32Gb,11395186909,Kingston Rotatable U Disk Usb 2Gb 4Gb 8Gb 16Gb 32Gb,in stock,100,new,1000,https://shopee.ph/shop/28706561,https://s-cf-tw.shopeesz.com/file/386692b6ed93a38f34b9f46f178d9df9,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Ultra Dual Drive Luxe Usb 3 1 Type C,156143928,Sandisk Ultra Dual Drive Luxe Usb 3 1 Type C,in stock,100,new,1000,https://shopee.ph/shop/16728606,https://s-cf-tw.shopeesz.com/file/ph-11134207-7r98s-lxw87coq84m925,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Pendrives Art Wooden Box Flash Drive 8Gb 16Gb 32Gb Memory,7259830149,Pendrives Art Wooden Box Flash Drive 8Gb 16Gb 32Gb Memory,in stock,100,new,1000,https://shopee.ph/shop/252785127,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-luogde2fa28096,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Ultra Flair Usb 3 0 Flash Drive With 130,14409904204,Sandisk Ultra Flair Usb 3 0 Flash Drive With 130,in stock,100,new,1000,https://shopee.ph/shop/15328948,https://s-cf-tw.shopeesz.com/file/7625ae715a22230a41e882b3fc1e3635,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Kingston 64Gb Datatraveler Exodia M Usb Flash Drive Blue Dtxm,12593889274,Kingston 64Gb Datatraveler Exodia M Usb Flash Drive Blue Dtxm,in stock,100,new,1000,https://shopee.ph/shop/8582114,https://s-cf-tw.shopeesz.com/file/ph-11134207-23030-529wivx6tdov02,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Ixpand Otg Flip Usb 3 0 32Gb 64Gb 128Gb,156162981,Sandisk Ixpand Otg Flip Usb 3 0 32Gb 64Gb 128Gb,in stock,100,new,1000,https://shopee.ph/shop/16728606,https://s-cf-tw.shopeesz.com/file/ph-11134207-7r98p-lxwaa74dbpc445,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Ultra Multi Region Usb 3 0 Flash Drive With,12560906515,Sandisk Ultra Multi Region Usb 3 0 Flash Drive With,in stock,100,new,1000,https://shopee.ph/shop/15328948,https://s-cf-tw.shopeesz.com/file/sg-11134201-22110-um7j56312pjv9e,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Xiaomi Original Pendrive 2 In 1 Otg Metal 2Tb 1Tb,15904535561,Xiaomi Original Pendrive 2 In 1 Otg Metal 2Tb 1Tb,in stock,100,new,1000,https://shopee.ph/shop/315411748,https://s-cf-tw.shopeesz.com/file/d6ce421e236018d401be809273659c6e,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Flash Drive Usb 3 0 8Gb 16Gb 32Gb 2C,9194236585,Sandisk Flash Drive Usb 3 0 8Gb 16Gb 32Gb 2C,in stock,100,new,1000,https://shopee.ph/shop/500245754,https://s-cf-tw.shopeesz.com/file/cn-11134207-7r98o-lxdtulc5br5x15,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Sandisk Cruzer Blade   Glide 16Gb Usb Flash Drive,2344062,Sandisk Cruzer Blade   Glide 16Gb Usb Flash Drive,in stock,100,new,1000,https://shopee.ph/shop/592842,https://s-cf-tw.shopeesz.com/file/d062a8f438fe10fdbc58e1c9dc573108,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
Usb 2 0 Metal Flash Drive 128Gb 64Gb 32Gb 16Gb,2707708463,Usb 2 0 Metal Flash Drive 128Gb 64Gb 32Gb 16Gb,in stock,100,new,1000,https://shopee.ph/shop/137491153,https://s-cf-tw.shopeesz.com/file/38c3ead47470be74fcf6ad21bf23d0c9,No Brand,Computers & Accessories(电脑 & 配件) > Data Storage(数据储存装置) > Flash Drives & OTG(闪存盘 & OTG)
